,ZONA,MUNI_DOM,CO_DOM_X,CO_DOM_Y,ID_DOM,F_DOM,FE_DOM,DOM,CD_ENTRE,DATA,TIPO_DOM,NO_MORAD,TOT_FAM,ID_FAM,F_FAM,FE_FAM,FAMILIA,NO_MORAF,CONDMORA,QT_RADIO,QT_GEL1,QT_GEL2,QT_TVCOR,QT_FREEZ,QT_VIDEO,QT_BANHO,QT_MOTO,QT_AUTO,QT_ASPIR,QT_MLAVA,QT_EMPRE,QT_MICRO,QT_BICICLE,NAO_DCL_IT,CRITERIOBR,ANO_AUTO1,ANO_AUTO2,ANO_AUTO3,RENDA_FA,CD_RENFA,ID_PESS,F_PESS,FE_PESS,PESSOA,SIT_FAM,IDADE,SEXO,ESTUDA,GRAU_INS,CD_ATIVI,CO_REN_I,VL_REN_I,ZONA_ESC,MUNIESC,CO_ESC_X,CO_ESC_Y,TIPO_ESC,ZONATRA1,MUNITRA1,CO_TR1_X,CO_TR1_Y,TRAB1_RE,TRABEXT1,OCUP1,SETOR1,VINC1,ZONATRA2,MUNITRA2,CO_TR2_X,CO_TR2_Y,TRAB2_RE,TRABEXT2,OCUP2,SETOR2,VINC2,N_VIAG,FE_VIA,DIASEMANA,TOT_VIAG,ZONA_O,MUNI_O,CO_O_X,CO_O_Y,ZONA_D,MUNI_D,CO_D_X,CO_D_Y,ZONA_T1,MUNI_T1,CO_T1_X,CO_T1_Y,ZONA_T2,MUNI_T2,CO_T2_X,CO_T2_Y,ZONA_T3,MUNI_T3,CO_T3_X,CO_T3_Y,MOTIVO_O,MOTIVO_D,MOT_SRES,SERVIR_O,SERVIR_D,MODO1,MODO2,MODO3,MODO4,ANDA_O,ANDA_D,DURACAO,MODOPRIN,TIPVG,PAG_VIAG,TP_ESAUTO,VL_EST,PE_BICI,TP_ESBICI,DISTANCIA,ID_ORDEM,orig_lat,orig_lon,dest_lat,dest_lon,HORA_SAIDA,HORA_CHEG
130422,280,36,-23.881983578539618,-46.741701576125195,2800022,0,56.00951,22,6,2007-11-25,1,4,1,280002201,0,56.00951,1,4,3,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,7,0.0,0.0,0.0,961.99,3,28000220103,1,56.76385,3,3,20,1,1,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,280.0,36.0,-23.88017536460161,-46.741816414749266,2.0,2.0,323.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,65.97497,6,2,280.0,36.0,-23.881983578539618,-46.741701576125195,280.0,36.0,-23.88017536460161,-46.741816414749266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,1.0,2.0,2.0,15,0,0,0,1.0,1.0,1800,15,4.0,0.0,0.0,0.0,1.0,3.0,200.61,130423,-23.881983578539618,-46.741701576125195,-23.88017536460161,-46.741816414749266,14:30:00,15:00:00
130423,280,36,-23.881983578539618,-46.741701576125195,2800022,0,56.00951,22,6,2007-11-25,1,4,1,280002201,0,56.00951,1,4,3,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,7,0.0,0.0,0.0,961.99,3,28000220103,0,56.76385,3,3,20,1,1,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,280.0,36.0,-23.88017536460161,-46.741816414749266,2.0,2.0,323.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,65.97497,6,2,280.0,36.0,-23.88017536460161,-46.741816414749266,280.0,36.0,-23.881983578539618,-46.741701576125195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,1.0,2.0,2.0,15,0,0,0,1.0,1.0,7200,15,4.0,0.0,0.0,0.0,1.0,3.0,200.61,130424,-23.88017536460161,-46.741816414749266,-23.881983578539618,-46.741701576125195,21:00:00,23:00:00
130753,281,36,-23.640274504422933,-46.712630168299675,2810078,1,79.79128,78,6,2007-10-26,1,3,1,281007801,1,79.79128,1,3,1,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,1,3,2005.0,1999.0,0.0,5480.77,3,28100780101,1,87.34831,1,1,44,1,1,5,1,3,0.0,0.0,0.0,0.0,0.0,0.0,281.0,36.0,-23.63557648772946,-46.699308241780784,2.0,2.0,713.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,101.52241,5,2,281.0,36.0,-23.640274504422933,-46.712630168299675,281.0,36.0,-23.63557648772946,-46.699308241780784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,3.0,2.0,2.0,15,0,0,0,0.0,0.0,900,15,4.0,0.0,0.0,0.0,7.0,3.0,1455.44,130754,-23.640274504422933,-46.712630168299675,-23.63557648772946,-46.699308241780784,08:00:00,08:15:00
130754,281,36,-23.640274504422933,-46.712630168299675,2810078,0,79.79128,78,6,2007-10-26,1,3,1,281007801,0,79.79128,1,3,1,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,1,3,2005.0,1999.0,0.0,5480.77,3,28100780101,0,87.34831,1,1,44,1,1,5,1,3,0.0,0.0,0.0,0.0,0.0,0.0,281.0,36.0,-23.63557648772946,-46.699308241780784,2.0,2.0,713.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,101.52241,5,2,281.0,36.0,-23.63557648772946,-46.699308241780784,281.0,36.0,-23.640274504422933,-46.712630168299675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,3.0,2.0,2.0,15,0,0,0,0.0,0.0,900,15,4.0,0.0,0.0,0.0,7.0,3.0,1455.44,130755,-23.63557648772946,-46.699308241780784,-23.640274504422933,-46.712630168299675,21:00:00,21:15:00
130782,281,36,-23.63986323480972,-46.713075693508415,2810084,0,76.93623,84,6,2007-10-06,1,5,1,281008401,0,76.93623,1,5,2,4.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,3.0,1,2,2004.0,1999.0,0.0,7115.28,3,28100840103,1,84.22286,3,3,16,1,4,3,1,3,0.0,281.0,36.0,327049.84,7385459.01,2.0,281.0,36.0,-23.63553252099342,-46.69771621859723,2.0,1.0,906.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97.88979,5,4,281.0,36.0,-23.63986323480972,-46.713075693508415,281.0,36.0,-23.632272963775005,-46.69545401742304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,4,4.0,2.0,2.0,15,0,0,0,0.0,0.0,900,15,4.0,0.0,0.0,0.0,2.0,3.0,1984.8,130783,-23.63986323480972,-46.713075693508415,-23.632272963775005,-46.69545401742304,06:50:00,07:05:00
130783,281,36,-23.63986323480972,-46.713075693508415,2810084,0,76.93623,84,6,2007-10-06,1,5,1,281008401,0,76.93623,1,5,2,4.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,3.0,1,2,2004.0,1999.0,0.0,7115.28,3,28100840103,0,84.22286,3,3,16,1,4,3,1,3,0.0,281.0,36.0,327049.84,7385459.01,2.0,281.0,36.0,-23.63553252099342,-46.69771621859723,2.0,1.0,906.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,97.88979,5,4,281.0,36.0,-23.632272963775005,-46.69545401742304,281.0,36.0,-23.63986323480972,-46.713075693508415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,4.0,2.0,2.0,15,0,0,0,0.0,0.0,1200,15,4.0,0.0,0.0,0.0,2.0,3.0,1984.8,130784,-23.632272963775005,-46.69545401742304,-23.63986323480972,-46.713075693508415,12:50:00,13:10:00
130784,281,36,-23.63986323480972,-46.713075693508415,2810084,0,76.93623,84,6,2007-10-06,1,5,1,281008401,0,76.93623,1,5,2,4.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,3.0,1,2,2004.0,1999.0,0.0,7115.28,3,28100840103,0,84.22286,3,3,16,1,4,3,1,3,0.0,281.0,36.0,327049.84,7385459.01,2.0,281.0,36.0,-23.63553252099342,-46.69771621859723,2.0,1.0,906.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,97.88979,5,4,281.0,36.0,-23.63986323480972,-46.713075693508415,281.0,36.0,-23.63553252099342,-46.69771621859723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,3.0,2.0,2.0,15,0,0,0,0.0,0.0,900,15,4.0,0.0,0.0,0.0,2.0,3.0,1638.91,130785,-23.63986323480972,-46.713075693508415,-23.63553252099342,-46.69771621859723,14:50:00,15:05:00
130785,281,36,-23.63986323480972,-46.713075693508415,2810084,0,76.93623,84,6,2007-10-06,1,5,1,281008401,0,76.93623,1,5,2,4.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,3.0,1,2,2004.0,1999.0,0.0,7115.28,3,28100840103,0,84.22286,3,3,16,1,4,3,1,3,0.0,281.0,36.0,327049.84,7385459.01,2.0,281.0,36.0,-23.63553252099342,-46.69771621859723,2.0,1.0,906.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,97.88979,5,4,281.0,36.0,-23.63553252099342,-46.69771621859723,281.0,36.0,-23.63986323480972,-46.713075693508415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,3.0,2.0,2.0,15,0,0,0,0.0,0.0,900,15,4.0,0.0,0.0,0.0,2.0,3.0,1638.91,130786,-23.63553252099342,-46.69771621859723,-23.63986323480972,-46.713075693508415,20:00:00,20:15:00
131729,282,36,-23.630735504138286,-46.684906283885404,2821248,0,19.8657,1248,6,2008-03-05,1,2,1,282124801,0,19.8657,1,2,2,3.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1,2,2008.0,1999.0,1976.0,10076.89,3,28212480101,0,23.82263,1,1,38,1,1,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,27.68835,3,4,282.0,36.0,-23.630735504138286,-46.684906283885404,282.0,36.0,-23.633451481468132,-46.68088614413316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,10,10.0,2.0,2.0,15,0,0,0,1.0,1.0,600,15,4.0,0.0,0.0,0.0,1.0,4.0,508.66,131730,-23.630735504138286,-46.684906283885404,-23.633451481468132,-46.68088614413316,16:00:00,16:10:00
131730,282,36,-23.630735504138286,-46.684906283885404,2821248,0,19.8657,1248,6,2008-03-05,1,2,1,282124801,0,19.8657,1,2,2,3.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1,2,2008.0,1999.0,1976.0,10076.89,3,28212480101,0,23.82263,1,1,38,1,1,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,27.68835,3,4,282.0,36.0,-23.633451481468132,-46.68088614413316,282.0,36.0,-23.630735504138286,-46.684906283885404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,8,10.0,2.0,2.0,15,0,0,0,1.0,1.0,600,15,4.0,0.0,0.0,0.0,1.0,3.0,508.66,131731,-23.633451481468132,-46.68088614413316,-23.630735504138286,-46.684906283885404,16:30:00,16:40:00
131858,282,36,-23.641499942643296,-46.675683251473586,2821402,0,19.8657,1402,6,2007-12-12,1,4,1,282140201,0,19.8657,1,4,2,4.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,3,0.0,0.0,0.0,3869.96,3,28214020103,1,23.82263,3,3,20,1,5,4,8,2,0.0,317.0,36.0,322509.0,7392846.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.68835,3,4,282.0,36.0,-23.641499942643296,-46.675683251473586,317.0,36.0,-23.56508611995392,-46.73907288414587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,4,4.0,2.0,2.0,15,0,0,0,0.0,0.0,3300,15,4.0,0.0,0.0,0.0,5.0,4.0,10652.38,131859,-23.641499942643296,-46.675683251473586,-23.56508611995392,-46.73907288414587,09:05:00,10:00:00
131859,282,36,-23.641499942643296,-46.675683251473586,2821402,0,19.8657,1402,6,2007-12-12,1,4,1,282140201,0,19.8657,1,4,2,4.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,3,0.0,0.0,0.0,3869.96,3,28214020103,0,23.82263,3,3,20,1,5,4,8,2,0.0,317.0,36.0,322509.0,7392846.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.68835,3,4,317.0,36.0,-23.56508611995392,-46.73907288414587,282.0,36.0,-23.641499942643296,-46.675683251473586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,4.0,2.0,2.0,15,0,0,0,0.0,0.0,2700,15,4.0,0.0,0.0,0.0,5.0,4.0,10652.38,131860,-23.56508611995392,-46.73907288414587,-23.641499942643296,-46.675683251473586,13:00:00,13:45:00
131860,282,36,-23.641499942643296,-46.675683251473586,2821402,0,19.8657,1402,6,2007-12-12,1,4,1,282140201,0,19.8657,1,4,2,4.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,3,0.0,0.0,0.0,3869.96,3,28214020103,0,23.82263,3,3,20,1,5,4,8,2,0.0,317.0,36.0,322509.0,7392846.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,27.68835,3,4,282.0,36.0,-23.641499942643296,-46.675683251473586,32.0,36.0,-23.557807254902563,-46.65978704198464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,10,10.0,2.0,2.0,15,0,0,0,1.0,1.0,1800,15,4.0,0.0,0.0,0.0,6.0,4.0,9409.69,131861,-23.641499942643296,-46.675683251473586,-23.557807254902563,-46.65978704198464,19:00:00,19:30:00
131861,282,36,-23.641499942643296,-46.675683251473586,2821402,0,19.8657,1402,6,2007-12-12,1,4,1,282140201,0,19.8657,1,4,2,4.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,3,0.0,0.0,0.0,3869.96,3,28214020103,0,23.82263,3,3,20,1,5,4,8,2,0.0,317.0,36.0,322509.0,7392846.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,27.68835,3,4,32.0,36.0,-23.557807254902563,-46.65978704198464,282.0,36.0,-23.641499942643296,-46.675683251473586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,8,10.0,2.0,2.0,15,0,0,0,1.0,1.0,1800,15,4.0,0.0,0.0,0.0,4.0,3.0,9409.69,131862,-23.557807254902563,-46.65978704198464,-23.641499942643296,-46.675683251473586,23:00:00,23:30:00
133061,284,36,-23.655960647272437,-46.709256346840895,2840058,0,28.00126,58,6,2007-10-06,1,4,1,284005801,0,28.00126,1,4,1,5.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1,3,1998.0,0.0,0.0,3800.0,1,28400580102,0,31.69726,2,2,43,1,1,4,1,1,2500.0,0.0,0.0,0.0,0.0,0.0,284.0,36.0,-23.646393536560215,-46.7155232362642,2.0,2.0,801.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,36.8408,6,4,284.0,36.0,-23.655960647272437,-46.709256346840895,284.0,36.0,-23.646393536560215,-46.7155232362642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,3.0,2.0,2.0,15,0,0,0,0.0,0.0,780,15,4.0,0.0,0.0,0.0,7.0,3.0,1237.52,133062,-23.655960647272437,-46.709256346840895,-23.646393536560215,-46.7155232362642,07:50:00,08:03:00
133062,284,36,-23.655960647272437,-46.709256346840895,2840058,0,28.00126,58,6,2007-10-06,1,4,1,284005801,0,28.00126,1,4,1,5.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1,3,1998.0,0.0,0.0,3800.0,1,28400580102,0,31.69726,2,2,43,1,1,4,1,1,2500.0,0.0,0.0,0.0,0.0,0.0,284.0,36.0,-23.646393536560215,-46.7155232362642,2.0,2.0,801.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,36.8408,6,4,284.0,36.0,-23.646393536560215,-46.7155232362642,284.0,36.0,-23.655960647272437,-46.709256346840895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,3.0,2.0,2.0,15,0,0,0,0.0,0.0,900,15,4.0,0.0,0.0,0.0,7.0,3.0,1237.52,133063,-23.646393536560215,-46.7155232362642,-23.655960647272437,-46.709256346840895,18:30:00,18:45:00
133220,284,36,-23.64909863579089,-46.71246076855007,2841102,0,28.00126,1102,6,2008-03-18,1,6,1,284110201,0,28.00126,1,6,1,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1,6,0.0,0.0,0.0,3100.0,1,28411020105,1,31.69726,5,3,20,1,1,2,1,1,500.0,0.0,0.0,0.0,0.0,0.0,263.0,36.0,-23.678135700857133,-46.69422118419594,2.0,2.0,916.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.8408,3,4,284.0,36.0,-23.64909863579089,-46.71246076855007,263.0,36.0,-23.678135700857133,-46.69422118419594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,1.0,2.0,2.0,15,0,0,0,0.0,0.0,900,15,4.0,0.0,0.0,0.0,1.0,3.0,3715.35,133221,-23.64909863579089,-46.71246076855007,-23.678135700857133,-46.69422118419594,05:00:00,05:15:00
133221,284,36,-23.64909863579089,-46.71246076855007,2841102,0,28.00126,1102,6,2008-03-18,1,6,1,284110201,0,28.00126,1,6,1,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1,6,0.0,0.0,0.0,3100.0,1,28411020105,0,31.69726,5,3,20,1,1,2,1,1,500.0,0.0,0.0,0.0,0.0,0.0,263.0,36.0,-23.678135700857133,-46.69422118419594,2.0,2.0,916.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.8408,3,4,263.0,36.0,-23.678135700857133,-46.69422118419594,284.0,36.0,-23.64909863579089,-46.71246076855007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,1.0,2.0,2.0,15,0,0,0,0.0,0.0,900,15,4.0,0.0,0.0,0.0,1.0,3.0,3715.35,133222,-23.678135700857133,-46.69422118419594,-23.64909863579089,-46.71246076855007,14:20:00,14:35:00
134305,287,36,-23.679935601278547,-46.74162934364555,2870041,1,411.18001,41,6,2007-09-11,1,4,1,287004101,1,411.18001,1,4,5,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,5,0.0,0.0,0.0,1621.33,3,28700410101,1,398.67027,1,1,47,1,1,4,1,3,0.0,0.0,0.0,0.0,0.0,0.0,269.0,36.0,-23.666089616239848,-46.71733232844696,2.0,2.0,513.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,463.36289,2,2,287.0,36.0,-23.679935601278547,-46.74162934364555,269.0,36.0,-23.666089616239848,-46.71733232844696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,3.0,2.0,2.0,15,0,0,0,0.0,0.0,600,15,4.0,0.0,0.0,0.0,7.0,3.0,2914.47,134306,-23.679935601278547,-46.74162934364555,-23.666089616239848,-46.71733232844696,13:30:00,13:40:00
134306,287,36,-23.679935601278547,-46.74162934364555,2870041,0,411.18001,41,6,2007-09-11,1,4,1,287004101,0,411.18001,1,4,5,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,5,0.0,0.0,0.0,1621.33,3,28700410101,0,398.67027,1,1,47,1,1,4,1,3,0.0,0.0,0.0,0.0,0.0,0.0,269.0,36.0,-23.666089616239848,-46.71733232844696,2.0,2.0,513.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,463.36289,2,2,269.0,36.0,-23.666089616239848,-46.71733232844696,287.0,36.0,-23.679935601278547,-46.74162934364555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,3.0,2.0,2.0,15,0,0,0,0.0,0.0,900,15,4.0,0.0,0.0,0.0,7.0,3.0,2914.47,134307,-23.666089616239848,-46.71733232844696,-23.679935601278547,-46.74162934364555,22:00:00,22:15:00
137539,295,36,-23.58706954369973,-46.71511322337858,2951090,0,18.60225,1090,6,2008-05-03,1,3,1,295109001,0,18.60225,1,3,2,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1,3,2002.0,1998.0,0.0,3350.0,1,29510900103,0,21.73457,3,3,23,1,5,4,1,1,350.0,55.0,36.0,332626.0,7390265.0,2.0,67.0,36.0,-23.580490301129444,-46.67910514201621,2.0,2.0,922.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.26146,4,4,67.0,36.0,-23.580490301129444,-46.67910514201621,55.0,36.0,-23.589467333700096,-46.64026766027116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,4.0,2.0,2.0,15,0,0,0,0.0,0.0,1800,15,4.0,0.0,0.0,0.0,8.0,5.0,4086.94,137540,-23.580490301129444,-46.67910514201621,-23.589467333700096,-46.64026766027116,18:30:00,19:00:00
137540,295,36,-23.58706954369973,-46.71511322337858,2951090,0,18.60225,1090,6,2008-05-03,1,3,1,295109001,0,18.60225,1,3,2,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1,3,2002.0,1998.0,0.0,3350.0,1,29510900103,0,21.73457,3,3,23,1,5,4,1,1,350.0,55.0,36.0,332626.0,7390265.0,2.0,67.0,36.0,-23.580490301129444,-46.67910514201621,2.0,2.0,922.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.26146,4,4,55.0,36.0,-23.589467333700096,-46.64026766027116,67.0,36.0,-23.580490301129444,-46.67910514201621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,3.0,2.0,2.0,15,0,0,0,0.0,0.0,1800,15,4.0,0.0,0.0,0.0,8.0,5.0,4086.94,137541,-23.589467333700096,-46.64026766027116,-23.580490301129444,-46.67910514201621,22:30:00,23:00:00
137802,295,36,-23.588391004915586,-46.71728592870568,2951346,1,27.70934,1346,6,2008-04-12,1,1,1,295134601,1,27.70934,1,1,2,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1,4,2002.0,0.0,0.0,600.0,1,29513460101,1,32.37515,1,1,31,1,1,3,1,1,600.0,0.0,0.0,0.0,0.0,0.0,295.0,36.0,-23.588391004915586,-46.71728592870568,1.0,2.0,514.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.6287,6,2,295.0,36.0,-23.588391004915586,-46.71728592870568,318.0,36.0,-23.572549298187624,-46.704427184502066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,10,10.0,2.0,2.0,15,0,0,0,0.0,0.0,600,15,4.0,0.0,0.0,0.0,1.0,3.0,2191.12,137803,-23.588391004915586,-46.71728592870568,-23.572549298187624,-46.704427184502066,10:40:00,10:50:00
137803,295,36,-23.588391004915586,-46.71728592870568,2951346,0,27.70934,1346,6,2008-04-12,1,1,1,295134601,0,27.70934,1,1,2,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1,4,2002.0,0.0,0.0,600.0,1,29513460101,0,32.37515,1,1,31,1,1,3,1,1,600.0,0.0,0.0,0.0,0.0,0.0,295.0,36.0,-23.588391004915586,-46.71728592870568,1.0,2.0,514.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,37.6287,6,2,318.0,36.0,-23.572549298187624,-46.704427184502066,295.0,36.0,-23.588391004915586,-46.71728592870568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,8,10.0,2.0,2.0,15,0,0,0,0.0,0.0,600,15,4.0,0.0,0.0,0.0,1.0,3.0,2191.12,137804,-23.572549298187624,-46.704427184502066,-23.588391004915586,-46.71728592870568,11:40:00,11:50:00
139718,297,36,-23.600217851229857,-46.69780323791993,2971098,1,22.01643,1098,6,2008-04-12,3,3,1,297109801,1,22.01643,1,3,2,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,5,0.0,0.0,0.0,1486.23,3,29710980101,1,25.12537,1,1,38,1,1,4,1,3,0.0,0.0,0.0,0.0,0.0,0.0,67.0,36.0,-23.58448038633564,-46.680012133564865,2.0,2.0,925.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.20249,6,2,297.0,36.0,-23.600217851229857,-46.69780323791993,67.0,36.0,-23.58448038633564,-46.680012133564865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,3.0,2.0,2.0,15,0,0,0,0.0,0.0,1800,15,4.0,0.0,0.0,0.0,1.0,5.0,2516.96,139719,-23.600217851229857,-46.69780323791993,-23.58448038633564,-46.680012133564865,07:00:00,07:30:00
