i_start,j_start,i_end,j_end,ZONA_O,ZONA_D,trip counts,start_lat,start_lon,end_lat,end_lon
13,6,12,5,62,69,38.995647,-23.584504787517663,-46.656159698434905,-23.59200486204801,-46.67686648419709
12,6,12,5,64,69,321.45045000000005,-23.60567309813458,-46.65883680535961,-23.59200486204801,-46.67686648419709
13,5,12,5,68,69,216.47471000000002,-23.584942244800423,-46.68001414040712,-23.59200486204801,-46.67686648419709
12,5,12,5,73,69,231.49772400000003,-23.601182909567786,-46.69191257233786,-23.59200486204801,-46.67686648419709
13,5,12,5,80,69,18.568493,-23.56344238628397,-46.6851348752902,-23.59200486204801,-46.67686648419709
13,4,12,5,82,69,101.887262,-23.56712486114036,-46.69634169814336,-23.59200486204801,-46.67686648419709
14,4,12,5,96,69,95.431133,-23.552516524660334,-46.70877297121415,-23.59200486204801,-46.67686648419709
14,3,12,5,97,69,50.574951,-23.54356625722415,-46.720638745373314,-23.59200486204801,-46.67686648419709
13,6,14,7,32,31,99.063523,-23.55447597420116,-46.660050109121244,-23.54863576617937,-46.65155514406312
12,5,14,7,69,31,186.002523,-23.59200486204801,-46.67686648419709,-23.54863576617937,-46.65155514406312
13,5,14,7,77,31,55.713461,-23.557273436225838,-46.67506569956685,-23.54863576617937,-46.65155514406312
13,3,14,7,339,31,22.343047,-23.562060628265066,-46.727192339050816,-23.54863576617937,-46.65155514406312
13,6,12,5,32,70,21.471303,-23.55447597420116,-46.660050109121244,-23.600205694177212,-46.67873558379944
12,6,12,5,64,70,102.38391,-23.60567309813458,-46.65883680535961,-23.600205694177212,-46.67873558379944
13,5,12,5,68,70,129.967758,-23.584942244800423,-46.68001414040712,-23.600205694177212,-46.67873558379944
11,4,12,5,300,70,121.243974,-23.634426293117752,-46.70639177473286,-23.600205694177212,-46.67873558379944
13,6,15,8,32,128,31.030915000000004,-23.55447597420116,-46.660050109121244,-23.50729513185685,-46.625752299943116
15,9,15,8,165,128,31.858587,-23.51357411241457,-46.61346594578148,-23.50729513185685,-46.625752299943116
13,6,12,4,32,316,165.004071,-23.55447597420116,-46.660050109121244,-23.588842597440213,-46.71269251064216
12,3,12,4,319,316,136.835057,-23.604702342238852,-46.71794658217736,-23.588842597440213,-46.71269251064216
12,3,12,4,329,316,809.350863,-23.59511401961469,-46.730553595696485,-23.588842597440213,-46.71269251064216
13,4,12,4,340,316,72.13579200000002,-23.569854189884182,-46.71004467854865,-23.588842597440213,-46.71269251064216
14,6,14,4,34,100,55.976883,-23.544309454281386,-46.662478008873606,-23.523556500763288,-46.69945105976384
14,5,14,4,90,100,274.495562,-23.52989313189888,-46.687119051769116,-23.523556500763288,-46.69945105976384
15,3,14,4,98,100,76.944563,-23.51477572623617,-46.71664014252496,-23.523556500763288,-46.69945105976384
15,4,14,4,99,100,332.555635,-23.513940361057443,-46.70002484492282,-23.523556500763288,-46.69945105976384
14,3,14,4,104,100,332.555635,-23.52382391234469,-46.72583023763782,-23.523556500763288,-46.69945105976384
14,7,13,8,35,21,159.931645,-23.535383657983413,-46.647703580235365,-23.572874708765703,-46.63041172477328
14,6,13,7,36,25,285.151614,-23.53295448027482,-46.65642119966119,-23.555086560607986,-46.64793314751026
12,5,13,7,73,25,285.151614,-23.601182909567786,-46.69191257233786,-23.555086560607986,-46.64793314751026
14,6,13,7,36,28,88.511688,-23.53295448027482,-46.65642119966119,-23.56286577861535,-46.650203911501954
12,8,13,7,51,28,125.88945,-23.589999513422732,-46.62553481840155,-23.56286577861535,-46.650203911501954
13,6,13,7,79,28,32.721625,-23.56021185850087,-46.66145170680025,-23.56286577861535,-46.650203911501954
14,7,13,5,37,77,44.508981000000006,-23.52372436888297,-46.65416695241702,-23.557273436225838,-46.67506569956685
13,7,13,5,56,77,214.670383,-23.582238741014162,-46.64330340927866,-23.557273436225838,-46.67506569956685
14,5,13,5,87,77,206.24354,-23.544253588094644,-46.68385889373289,-23.557273436225838,-46.67506569956685
14,4,13,5,95,77,147.971793,-23.54725690284166,-46.70019790192483,-23.557273436225838,-46.67506569956685
14,7,14,2,37,106,50.155866,-23.52372436888297,-46.65416695241702,-23.535877752681195,-46.738529145800506
14,4,14,2,96,106,86.52875300000002,-23.552516524660334,-46.70877297121415,-23.535877752681195,-46.738529145800506
14,3,14,2,104,106,61.96971,-23.52382391234469,-46.72583023763782,-23.535877752681195,-46.738529145800506
13,2,14,2,334,106,23.894121,-23.56903799951487,-46.746865337044255,-23.535877752681195,-46.738529145800506
14,2,14,2,338,106,300.802213,-23.541379818375827,-46.74627174419042,-23.535877752681195,-46.738529145800506
14,7,15,8,37,133,93.962294,-23.52372436888297,-46.65416695241702,-23.49840364572761,-46.63230318457593
14,10,14,9,41,15,99.452015,-23.54039335994764,-46.59449505474887,-23.54380422927701,-46.61098832032493
14,9,14,9,42,15,153.63375,-23.535444489657372,-46.60570092905122,-23.54380422927701,-46.61098832032493
14,10,14,8,41,16,98.380899,-23.54039335994764,-46.59449505474887,-23.549926067483568,-46.61857302192611
14,9,14,8,42,16,117.933058,-23.535444489657372,-46.60570092905122,-23.549926067483568,-46.61857302192611
13,16,14,8,220,16,267.153315,-23.557569066058477,-46.47455977435778,-23.549926067483568,-46.61857302192611
14,9,15,10,42,162,342.324366,-23.535444489657372,-46.60570092905122,-23.51851582686425,-46.589854004327755
15,11,15,10,161,162,849.2809259999999,-23.516518353867426,-46.56917904319626,-23.51851582686425,-46.589854004327755
14,10,13,9,43,18,77.45102299999998,-23.55082673049437,-46.59740747481478,-23.56042944094143,-46.61512101984746
13,10,13,9,44,18,433.446555,-23.565450385784192,-46.58975529595933,-23.56042944094143,-46.61512101984746
13,9,13,9,241,18,77.090777,-23.580825840955477,-46.599968864174144,-23.56042944094143,-46.61512101984746
12,10,13,9,253,18,34.457348,-23.591257199122506,-46.587641265907486,-23.56042944094143,-46.61512101984746
14,10,13,10,43,44,433.446555,-23.55082673049437,-46.59740747481478,-23.565450385784192,-46.58975529595933
14,10,13,11,43,47,141.440507,-23.55082673049437,-46.59740747481478,-23.5667762072316,-46.57843743262292
13,10,13,11,45,47,155.37403700000004,-23.567241053207997,-46.59752361117296,-23.5667762072316,-46.57843743262292
13,11,13,11,48,47,155.37403700000004,-23.557691260954197,-46.575695508240784,-23.5667762072316,-46.57843743262292
14,10,14,6,43,93,58.538265,-23.55082673049437,-46.59740747481478,-23.529652304052462,-46.666134635462925
14,6,14,6,84,93,58.538265,-23.536108068906398,-46.67116057783003,-23.529652304052462,-46.666134635462925
15,5,14,6,91,93,41.293237,-23.517158161427393,-46.67987385873531,-23.529652304052462,-46.666134635462925
15,6,14,6,92,93,6.339179,-23.520442560478067,-46.66260728371956,-23.529652304052462,-46.666134635462925
14,10,15,14,43,177,66.23555,-23.55082673049437,-46.59740747481478,-23.491912577798576,-46.52137598707579
15,12,15,14,170,177,184.454506,-23.521372053897945,-46.548289267519436,-23.491912577798576,-46.52137598707579
13,10,13,11,45,48,155.37403700000004,-23.567241053207997,-46.59752361117296,-23.557691260954197,-46.575695508240784
13,7,13,11,56,48,358.72779,-23.582238741014162,-46.64330340927866,-23.557691260954197,-46.575695508240784
13,10,12,10,45,242,257.770412,-23.567241053207997,-46.59752361117296,-23.602339782414674,-46.58852294919813
13,9,12,10,241,242,982.273848,-23.580825840955477,-46.599968864174144,-23.602339782414674,-46.58852294919813
12,9,12,10,243,242,491.136924,-23.617017668877534,-46.600668852425024,-23.602339782414674,-46.58852294919813
12,10,12,10,244,242,1382.626088,-23.61545835392776,-46.588494007836886,-23.602339782414674,-46.58852294919813
12,13,12,10,258,242,977.415264,-23.603837124634147,-46.53703224028157,-23.602339782414674,-46.58852294919813
13,10,12,11,45,255,1100.141624,-23.567241053207997,-46.59752361117296,-23.59891035661064,-46.566279520466026
12,10,12,11,253,255,34.457348,-23.591257199122506,-46.587641265907486,-23.59891035661064,-46.566279520466026
12,14,12,11,260,255,325.938186,-23.60839381332991,-46.516041507173746,-23.59891035661064,-46.566279520466026
13,11,14,13,46,214,434.11258,-23.572671815740925,-46.564741282660826,-23.539493347336194,-46.53337717579237
13,11,13,10,47,45,310.7480740000001,-23.5667762072316,-46.57843743262292,-23.567241053207997,-46.59752361117296
13,9,13,10,241,45,77.090777,-23.580825840955477,-46.599968864174144,-23.567241053207997,-46.59752361117296
12,10,13,10,242,45,257.770412,-23.602339782414674,-46.58852294919813,-23.567241053207997,-46.59752361117296
12,10,13,10,253,45,34.457348,-23.591257199122506,-46.587641265907486,-23.567241053207997,-46.59752361117296
12,11,13,10,255,45,1100.141624,-23.59891035661064,-46.566279520466026,-23.567241053207997,-46.59752361117296
13,11,13,7,48,56,358.72779,-23.557691260954197,-46.575695508240784,-23.582238741014162,-46.64330340927866
13,6,13,7,76,56,81.450183,-23.57287771789081,-46.66776463307538,-23.582238741014162,-46.64330340927866
13,5,13,7,77,56,214.670383,-23.557273436225838,-46.67506569956685,-23.582238741014162,-46.64330340927866
13,5,13,7,81,56,255.599233,-23.575471123022037,-46.68411227710715,-23.582238741014162,-46.64330340927866
13,8,12,9,49,238,71.885533,-23.578838827767267,-46.634369972314616,-23.60248253287505,-46.609205944791434
12,8,13,7,53,74,168.16645400000004,-23.59592327197161,-46.63004979838846,-23.566412425052352,-46.65387162384421
13,7,13,7,57,74,284.45873,-23.57408129453783,-46.64726553363551,-23.566412425052352,-46.65387162384421
13,5,13,7,68,74,142.229365,-23.584942244800423,-46.68001414040712,-23.566412425052352,-46.65387162384421
12,5,13,7,73,74,56.461638,-23.601182909567786,-46.69191257233786,-23.566412425052352,-46.65387162384421
13,6,13,7,79,74,59.19965,-23.56021185850087,-46.66145170680025,-23.566412425052352,-46.65387162384421
13,5,13,7,81,74,142.229365,-23.575471123022037,-46.68411227710715,-23.566412425052352,-46.65387162384421
12,7,11,2,54,304,848.2824720000001,-23.59641138099968,-46.64322589294111,-23.65099370634615,-46.744590384746544
13,7,13,6,56,75,81.450183,-23.582238741014162,-46.64330340927866,-23.570001881480227,-46.65740161882662
13,6,13,6,62,75,164.49937799999998,-23.584504787517663,-46.656159698434905,-23.570001881480227,-46.65740161882662
13,7,13,8,57,24,76.056022,-23.57408129453783,-46.64726553363551,-23.559711458637466,-46.63502927173764
13,5,13,8,68,24,262.560346,-23.584942244800423,-46.68001414040712,-23.559711458637466,-46.63502927173764
13,7,12,7,57,55,256.262226,-23.57408129453783,-46.64726553363551,-23.589749555553123,-46.64132318378529
13,5,12,7,80,55,64.036073,-23.56344238628397,-46.6851348752902,-23.589749555553123,-46.64132318378529
13,7,14,6,57,84,73.654436,-23.57408129453783,-46.64726553363551,-23.536108068906398,-46.67116057783003
14,6,14,6,86,84,25.790737,-23.545538294182357,-46.674186139509146,-23.536108068906398,-46.67116057783003
14,6,14,6,93,84,261.928602,-23.529652304052462,-46.666134635462925,-23.536108068906398,-46.67116057783003
16,4,14,6,125,84,73.654436,-23.475155503127798,-46.70369329712033,-23.536108068906398,-46.67116057783003
12,8,12,8,58,250,145.017124,-23.60629625871315,-46.631683830228354,-23.6155977891042,-46.62276265081659
11,8,12,7,59,60,822.962724,-23.62105734739173,-46.63517513582157,-23.618119081444586,-46.64955799517517
13,5,12,7,81,60,148.497533,-23.575471123022037,-46.68411227710715,-23.618119081444586,-46.64955799517517
11,8,12,6,59,64,570.023751,-23.62105734739173,-46.63517513582157,-23.60567309813458,-46.65883680535961
12,6,12,6,65,64,167.712819,-23.599681108655034,-46.66825199590866,-23.60567309813458,-46.65883680535961
13,5,12,6,68,64,571.5336159999999,-23.584942244800423,-46.68001414040712,-23.60567309813458,-46.65883680535961
12,5,12,6,69,64,321.45045000000005,-23.59200486204801,-46.67686648419709,-23.60567309813458,-46.65883680535961
12,5,12,6,70,64,102.38391,-23.600205694177212,-46.67873558379944,-23.60567309813458,-46.65883680535961
12,5,12,6,71,64,174.204676,-23.608998167214626,-46.684815784763686,-23.60567309813458,-46.65883680535961
13,5,12,6,81,64,174.204676,-23.575471123022037,-46.68411227710715,-23.60567309813458,-46.65883680535961
13,4,12,6,82,64,276.091938,-23.56712486114036,-46.69634169814336,-23.60567309813458,-46.65883680535961
11,8,11,8,59,248,251.121363,-23.62105734739173,-46.63517513582157,-23.651236711804252,-46.62266748215662
11,8,11,8,59,249,879.9941289999997,-23.62105734739173,-46.63517513582157,-23.631409343057697,-46.61986526512715
11,8,11,6,59,272,113.771638,-23.62105734739173,-46.63517513582157,-23.63696854670205,-46.66284486985234
12,7,11,8,60,59,822.962724,-23.618119081444586,-46.64955799517517,-23.62105734739173,-46.63517513582157
12,6,11,8,64,59,570.023751,-23.60567309813458,-46.65883680535961,-23.62105734739173,-46.63517513582157
11,8,11,8,248,59,251.121363,-23.651236711804252,-46.62266748215662,-23.62105734739173,-46.63517513582157
11,8,11,8,249,59,879.9941289999997,-23.631409343057697,-46.61986526512715,-23.62105734739173,-46.63517513582157
11,6,11,8,272,59,113.771638,-23.63696854670205,-46.66284486985234,-23.62105734739173,-46.63517513582157
12,7,13,5,60,81,148.497533,-23.618119081444586,-46.64955799517517,-23.575471123022037,-46.68411227710715
12,6,13,5,64,81,174.204676,-23.60567309813458,-46.65883680535961,-23.575471123022037,-46.68411227710715
13,5,13,5,68,81,354.552704,-23.584942244800423,-46.68001414040712,-23.575471123022037,-46.68411227710715
11,5,13,5,72,81,255.599233,-23.619401410613907,-46.691971149226745,-23.575471123022037,-46.68411227710715
13,4,13,5,82,81,161.64272599999998,-23.56712486114036,-46.69634169814336,-23.575471123022037,-46.68411227710715
13,5,13,5,83,81,80.805428,-23.554016374114113,-46.68856496706087,-23.575471123022037,-46.68411227710715
14,3,13,5,97,81,50.574951,-23.54356625722415,-46.720638745373314,-23.575471123022037,-46.68411227710715
13,4,13,5,340,81,53.178093,-23.569854189884182,-46.71004467854865,-23.575471123022037,-46.68411227710715
12,7,12,6,63,65,100.676777,-23.59623229962216,-46.65577609576648,-23.599681108655034,-46.66825199590866
12,6,12,6,64,65,167.712819,-23.60567309813458,-46.65883680535961,-23.599681108655034,-46.66825199590866
12,5,12,6,73,65,160.939891,-23.601182909567786,-46.69191257233786,-23.599681108655034,-46.66825199590866
13,4,12,6,340,65,31.100136,-23.569854189884182,-46.71004467854865,-23.599681108655034,-46.66825199590866
12,6,13,4,64,82,276.091938,-23.60567309813458,-46.65883680535961,-23.56712486114036,-46.69634169814336
12,6,13,4,67,82,79.622434,-23.588964978025928,-46.66761343293476,-23.56712486114036,-46.69634169814336
13,5,13,4,68,82,129.967758,-23.584942244800423,-46.68001414040712,-23.56712486114036,-46.69634169814336
12,5,13,4,69,82,101.887262,-23.59200486204801,-46.67686648419709,-23.56712486114036,-46.69634169814336
12,5,13,4,71,82,222.205713,-23.608998167214626,-46.684815784763686,-23.56712486114036,-46.69634169814336
12,5,13,4,73,82,139.158983,-23.601182909567786,-46.69191257233786,-23.56712486114036,-46.69634169814336
13,5,13,4,81,82,89.120132,-23.575471123022037,-46.68411227710715,-23.56712486114036,-46.69634169814336
13,5,13,4,83,82,144.798172,-23.554016374114113,-46.68856496706087,-23.56712486114036,-46.69634169814336
14,5,13,4,87,82,48.563755,-23.544253588094644,-46.68385889373289,-23.56712486114036,-46.69634169814336
14,5,13,4,90,82,89.242681,-23.52989313189888,-46.687119051769116,-23.56712486114036,-46.69634169814336
14,4,13,4,95,82,249.02455600000002,-23.54725690284166,-46.70019790192483,-23.56712486114036,-46.69634169814336
14,4,13,4,96,82,189.609609,-23.552516524660334,-46.70877297121415,-23.56712486114036,-46.69634169814336
14,4,13,4,101,82,53.178093,-23.533466267786004,-46.69982116214197,-23.56712486114036,-46.69634169814336
11,5,13,4,268,82,190.96889,-23.63035835379099,-46.67768233205555,-23.56712486114036,-46.69634169814336
11,4,13,4,300,82,39.621531,-23.634426293117752,-46.70639177473286,-23.56712486114036,-46.69634169814336
13,3,13,4,339,82,475.56020800000005,-23.562060628265066,-46.727192339050816,-23.56712486114036,-46.69634169814336
12,6,12,7,65,63,100.676777,-23.599681108655034,-46.66825199590866,-23.59623229962216,-46.65577609576648
13,5,12,7,68,63,33.278017999999996,-23.584942244800423,-46.68001414040712,-23.59623229962216,-46.65577609576648
11,5,12,7,72,63,16.639008999999998,-23.619401410613907,-46.691971149226745,-23.59623229962216,-46.65577609576648
12,6,13,4,65,340,31.100136,-23.599681108655034,-46.66825199590866,-23.569854189884182,-46.71004467854865
13,5,13,4,68,340,35.316646,-23.584942244800423,-46.68001414040712,-23.569854189884182,-46.71004467854865
13,5,13,4,81,340,106.356186,-23.575471123022037,-46.68411227710715,-23.569854189884182,-46.71004467854865
14,4,13,4,96,340,21.441135,-23.552516524660334,-46.70877297121415,-23.569854189884182,-46.71004467854865
12,4,13,4,316,340,72.13579200000002,-23.588842597440213,-46.71269251064216,-23.569854189884182,-46.71004467854865
13,3,13,4,339,340,206.65246,-23.562060628265066,-46.727192339050816,-23.569854189884182,-46.71004467854865
13,2,13,4,342,340,373.167374,-23.579750240100946,-46.73699523078938,-23.569854189884182,-46.71004467854865
12,6,13,13,66,211,69.2028,-23.610265690771875,-46.66824895045265,-23.573169169889606,-46.53895532919032
15,8,13,13,128,211,31.858587,-23.50729513185685,-46.625752299943116,-23.573169169889606,-46.53895532919032
13,12,13,13,210,211,1505.188154,-23.56084773276319,-46.554269074264404,-23.573169169889606,-46.53895532919032
13,5,13,5,68,83,276.389721,-23.584942244800423,-46.68001414040712,-23.554016374114113,-46.68856496706087
13,5,13,5,80,83,200.476212,-23.56344238628397,-46.6851348752902,-23.554016374114113,-46.68856496706087
13,5,13,5,81,83,80.805428,-23.575471123022037,-46.68411227710715,-23.554016374114113,-46.68856496706087
13,4,13,5,82,83,144.798172,-23.56712486114036,-46.69634169814336,-23.554016374114113,-46.68856496706087
14,5,13,5,87,83,100.238106,-23.544253588094644,-46.68385889373289,-23.554016374114113,-46.68856496706087
14,5,13,5,89,83,799.293306,-23.538737669473747,-46.69332868803129,-23.554016374114113,-46.68856496706087
14,4,13,5,96,83,95.431133,-23.552516524660334,-46.70877297121415,-23.554016374114113,-46.68856496706087
13,3,13,5,339,83,119.669978,-23.562060628265066,-46.727192339050816,-23.554016374114113,-46.68856496706087
12,5,14,4,69,96,95.431133,-23.59200486204801,-46.67686648419709,-23.552516524660334,-46.70877297121415
13,5,14,4,80,96,37.708902,-23.56344238628397,-46.6851348752902,-23.552516524660334,-46.70877297121415
13,4,14,4,82,96,189.609609,-23.56712486114036,-46.69634169814336,-23.552516524660334,-46.70877297121415
13,5,14,4,83,96,95.431133,-23.554016374114113,-46.68856496706087,-23.552516524660334,-46.70877297121415
14,2,14,4,106,96,86.52875300000002,-23.535877752681195,-46.738529145800506,-23.552516524660334,-46.70877297121415
13,4,14,4,340,96,26.400033,-23.569854189884182,-46.71004467854865,-23.552516524660334,-46.70877297121415
12,5,14,3,69,97,50.574951,-23.59200486204801,-46.67686648419709,-23.54356625722415,-46.720638745373314
13,5,14,3,81,97,50.574951,-23.575471123022037,-46.68411227710715,-23.54356625722415,-46.720638745373314
15,4,14,3,127,97,393.489521,-23.49732453611391,-46.69630619119486,-23.54356625722415,-46.720638745373314
13,3,14,3,339,97,109.208763,-23.562060628265066,-46.727192339050816,-23.54356625722415,-46.720638745373314
12,5,11,5,71,268,133.916448,-23.608998167214626,-46.684815784763686,-23.63035835379099,-46.67768233205555
12,5,11,5,73,268,52.941385,-23.601182909567786,-46.69191257233786,-23.63035835379099,-46.67768233205555
13,4,11,5,82,268,190.96889,-23.56712486114036,-46.69634169814336,-23.63035835379099,-46.67768233205555
10,6,11,5,277,268,66.958224,-23.661310475493714,-46.668988409630444,-23.63035835379099,-46.67768233205555
11,4,11,5,300,268,224.546466,-23.634426293117752,-46.70639177473286,-23.63035835379099,-46.67768233205555
11,5,11,5,301,268,78.731319,-23.641094895900988,-46.6859517058564,-23.63035835379099,-46.67768233205555
12,5,11,6,71,269,283.990582,-23.608998167214626,-46.684815784763686,-23.623440476663603,-46.67260153016355
11,7,11,6,274,269,283.990582,-23.643787066984693,-46.64656578604078,-23.623440476663603,-46.67260153016355
12,5,12,6,73,67,79.622434,-23.601182909567786,-46.69191257233786,-23.588964978025928,-46.66761343293476
13,4,12,6,82,67,79.622434,-23.56712486114036,-46.69634169814336,-23.588964978025928,-46.66761343293476
12,5,11,3,73,321,160.867774,-23.601182909567786,-46.69191257233786,-23.63258333451283,-46.72812070790223
13,3,11,3,339,321,160.867774,-23.562060628265066,-46.727192339050816,-23.63258333451283,-46.72812070790223
13,7,12,8,74,53,168.16645400000004,-23.566412425052352,-46.65387162384421,-23.59592327197161,-46.63004979838846
13,6,12,3,76,319,20.904776,-23.57287771789081,-46.66776463307538,-23.604702342238852,-46.71794658217736
12,4,12,3,316,319,136.835057,-23.588842597440213,-46.71269251064216,-23.604702342238852,-46.71794658217736
13,5,14,4,77,95,147.971793,-23.557273436225838,-46.67506569956685,-23.54725690284166,-46.70019790192483
13,4,14,4,82,95,249.02455600000002,-23.56712486114036,-46.69634169814336,-23.54725690284166,-46.70019790192483
13,5,13,2,77,342,287.494677,-23.557273436225838,-46.67506569956685,-23.579750240100946,-46.73699523078938
13,4,13,2,340,342,373.167374,-23.569854189884182,-46.71004467854865,-23.579750240100946,-46.73699523078938
13,3,13,2,341,342,47.410292,-23.57912904307653,-46.7205909696434,-23.579750240100946,-46.73699523078938
12,0,13,2,461,342,636.2918530000002,-23.617801665554943,-46.7800066648466,-23.579750240100946,-46.73699523078938
13,6,13,9,79,240,298.2383,-23.56021185850087,-46.66145170680025,-23.57731006994175,-46.60976525510742
14,5,13,9,90,240,274.495562,-23.52989313189888,-46.687119051769116,-23.57731006994175,-46.60976525510742
12,9,13,9,239,240,854.878402,-23.589821823255754,-46.613061755046566,-23.57731006994175,-46.60976525510742
13,5,12,6,80,66,84.261764,-23.56344238628397,-46.6851348752902,-23.610265690771875,-46.66824895045265
13,4,12,6,82,66,84.261764,-23.56712486114036,-46.69634169814336,-23.610265690771875,-46.66824895045265
13,13,12,6,211,66,69.2028,-23.573169169889606,-46.53895532919032,-23.610265690771875,-46.66824895045265
13,5,14,5,80,89,69.477848,-23.56344238628397,-46.6851348752902,-23.538737669473747,-46.69332868803129
13,5,14,5,83,89,399.646653,-23.554016374114113,-46.68856496706087,-23.538737669473747,-46.69332868803129
14,6,14,5,86,89,146.516745,-23.545538294182357,-46.674186139509146,-23.538737669473747,-46.69332868803129
13,4,14,3,82,102,44.560066,-23.56712486114036,-46.69634169814336,-23.53053161293498,-46.712812137340975
14,5,14,3,94,102,212.838905,-23.52642813043382,-46.67747834636447,-23.53053161293498,-46.712812137340975
13,5,14,4,83,101,399.646653,-23.554016374114113,-46.68856496706087,-23.533466267786004,-46.69982116214197
13,4,14,4,340,101,53.178093,-23.569854189884182,-46.71004467854865,-23.533466267786004,-46.69982116214197
14,6,14,6,84,86,25.790737,-23.536108068906398,-46.67116057783003,-23.545538294182357,-46.674186139509146
14,5,14,6,89,86,146.516745,-23.538737669473747,-46.69332868803129,-23.545538294182357,-46.674186139509146
14,6,16,4,84,125,73.654436,-23.536108068906398,-46.67116057783003,-23.475155503127798,-46.70369329712033
15,3,16,4,98,125,766.2609669999997,-23.51477572623617,-46.71664014252496,-23.475155503127798,-46.70369329712033
14,5,15,7,87,132,48.563755,-23.544253588094644,-46.68385889373289,-23.511609022783826,-46.63838494862088
15,8,15,7,130,132,43.674131,-23.506988846325182,-46.619513498497064,-23.511609022783826,-46.63838494862088
15,5,15,5,91,138,35.21422800000001,-23.517158161427393,-46.67987385873531,-23.50825141952859,-46.678391179445065
14,6,15,5,93,91,41.293237,-23.529652304052462,-46.666134635462925,-23.517158161427393,-46.67987385873531
15,5,15,5,138,91,35.21422800000001,-23.50825141952859,-46.678391179445065,-23.517158161427393,-46.67987385873531
14,6,15,6,93,92,6.339179,-23.529652304052462,-46.666134635462925,-23.520442560478067,-46.66260728371956
14,3,15,4,97,127,393.489521,-23.54356625722415,-46.720638745373314,-23.49732453611391,-46.69630619119486
14,4,15,3,100,98,76.944563,-23.523556500763288,-46.69945105976384,-23.51477572623617,-46.71664014252496
16,4,15,3,125,98,766.2609669999997,-23.475155503127798,-46.70369329712033,-23.51477572623617,-46.71664014252496
14,4,15,4,100,99,332.555635,-23.523556500763288,-46.69945105976384,-23.513940361057443,-46.70002484492282
14,4,14,3,100,104,332.555635,-23.523556500763288,-46.69945105976384,-23.52382391234469,-46.72583023763782
14,2,14,3,106,104,61.96971,-23.535877752681195,-46.738529145800506,-23.52382391234469,-46.72583023763782
14,2,14,3,107,104,77.449188,-23.526903205557684,-46.733371563394286,-23.52382391234469,-46.72583023763782
14,3,14,2,104,107,77.449188,-23.52382391234469,-46.72583023763782,-23.526903205557684,-46.733371563394286
13,1,14,2,335,107,96.707788,-23.5781689419068,-46.758285121389115,-23.526903205557684,-46.733371563394286
14,2,13,2,106,334,23.894121,-23.535877752681195,-46.738529145800506,-23.56903799951487,-46.746865337044255
14,2,14,2,106,338,300.802213,-23.535877752681195,-46.738529145800506,-23.541379818375827,-46.74627174419042
15,8,14,2,131,338,933.963888,-23.5155596279124,-46.62451900705316,-23.541379818375827,-46.74627174419042
14,2,13,1,107,335,96.707788,-23.526903205557684,-46.733371563394286,-23.5781689419068,-46.758285121389115
13,3,13,1,339,335,410.532709,-23.562060628265066,-46.727192339050816,-23.5781689419068,-46.758285121389115
16,3,15,2,109,111,1129.030892,-23.47410328064225,-46.72887533486463,-23.499473844056308,-46.738488247441204
15,2,16,3,111,109,1129.030892,-23.499473844056308,-46.738488247441204,-23.47410328064225,-46.72887533486463
17,4,15,6,122,140,485.014355,-23.454061639269923,-46.705841568756895,-23.493784564921256,-46.670719523749135
16,6,15,6,141,140,1014.86131,-23.47168217723682,-46.65894176907469,-23.493784564921256,-46.670719523749135
16,5,16,6,126,141,770.062452,-23.482083216349807,-46.685435537962285,-23.47168217723682,-46.65894176907469
15,6,16,6,140,141,1014.86131,-23.493784564921256,-46.670719523749135,-23.47168217723682,-46.65894176907469
15,8,15,8,131,130,27.047286,-23.5155596279124,-46.62451900705316,-23.506988846325182,-46.619513498497064
15,7,15,8,132,130,43.674131,-23.511609022783826,-46.63838494862088,-23.506988846325182,-46.619513498497064
15,8,15,9,135,163,1270.938503,-23.488967089052053,-46.618803069967115,-23.502661094217874,-46.60334819467893
16,9,15,9,152,163,271.691487,-23.48582824083169,-46.60325291055636,-23.502661094217874,-46.60334819467893
15,9,15,9,164,163,251.038326,-23.519084765660327,-46.601962863921216,-23.502661094217874,-46.60334819467893
15,6,16,11,136,156,422.958853,-23.508310764781104,-46.66014319218532,-23.46656379345557,-46.57858730069744
16,18,16,11,378,156,869.6128880000001,-23.46073895369359,-46.4437731887748,-23.46656379345557,-46.57858730069744
15,5,15,7,139,137,150.49383899999995,-23.49340443157553,-46.680177012182,-23.494762956567005,-46.6545867655588
15,6,17,4,140,122,485.014355,-23.493784564921256,-46.670719523749135,-23.454061639269923,-46.705841568756895
16,6,16,5,141,126,770.062452,-23.47168217723682,-46.65894176907469,-23.482083216349807,-46.685435537962285
16,7,17,9,145,147,1513.301118,-23.457785520242034,-46.64123038077164,-23.450498079975787,-46.608604815815255
17,9,16,7,147,145,1513.301118,-23.450498079975787,-46.608604815815255,-23.457785520242034,-46.64123038077164
17,8,18,10,148,149,350.106964,-23.45426602158071,-46.62354348067613,-23.399376101907702,-46.584895576641046
18,10,17,8,149,148,350.106964,-23.399376101907702,-46.584895576641046,-23.45426602158071,-46.62354348067613
17,10,17,11,151,155,423.042671,-23.45112528616478,-46.589254963197135,-23.448472986850657,-46.57316525434836
16,11,15,6,156,136,422.958853,-23.46656379345557,-46.57858730069744,-23.508310764781104,-46.66014319218532
