i,j,geometry,station id,index,Unnamed: 0,NumeroZona,NomeZona,NumeroMuni,NomeMunici,NumDistrit,NomeDistri,Area_ha_2,lat,lon
13,14,"POLYGON ((-46.50380000000001 -23.5864, -46.50380000000001 -23.5539, -46.5228 -23.5539, -46.5228 -23.5864, -46.50380000000001 -23.5864))",211,211,211,212,Barreira Grande,36,São Paulo,4,Aricanduva,280.1,-23.580901490867273,-46.51621804591878
13,14,"POLYGON ((-46.50380000000001 -23.5864, -46.50380000000001 -23.5539, -46.5228 -23.5539, -46.5228 -23.5864, -46.50380000000001 -23.5864))",212,212,212,213,Aricanduva,36,São Paulo,4,Aricanduva,406.17,-23.568960345449167,-46.51490029621497
13,15,"POLYGON ((-46.48480000000001 -23.5864, -46.48480000000001 -23.5539, -46.50380000000001 -23.5539, -46.50380000000001 -23.5864, -46.48480000000001 -23.5864))",220,220,220,221,Parque Savoy,36,São Paulo,24,Cidade Líder,444.75,-23.569097957694346,-46.49393349807952
13,15,"POLYGON ((-46.48480000000001 -23.5864, -46.48480000000001 -23.5539, -46.50380000000001 -23.5539, -46.50380000000001 -23.5864, -46.48480000000001 -23.5864))",218,218,218,219,Cidade Líder,36,São Paulo,24,Cidade Líder,347.51,-23.556201663695607,-46.49974671152947
13,16,"POLYGON ((-46.46580000000001 -23.5864, -46.46580000000001 -23.5539, -46.48480000000001 -23.5539, -46.48480000000001 -23.5864, -46.46580000000001 -23.5864))",223,223,223,224,Parque do Carmo,36,São Paulo,58,Parque do Carmo,777.43,-23.583215989804398,-46.4663346951435
13,16,"POLYGON ((-46.46580000000001 -23.5864, -46.46580000000001 -23.5539, -46.48480000000001 -23.5539, -46.48480000000001 -23.5864, -46.46580000000001 -23.5864))",221,221,221,222,Vila Carmosina,36,São Paulo,58,Parque do Carmo,343.76,-23.56510069025537,-46.4690816694017
13,16,"POLYGON ((-46.46580000000001 -23.5864, -46.46580000000001 -23.5539, -46.48480000000001 -23.5539, -46.48480000000001 -23.5864, -46.46580000000001 -23.5864))",219,219,219,220,Santa Marcelina,36,São Paulo,24,Cidade Líder,265.94,-23.557569066058477,-46.47455977435778
13,17,"POLYGON ((-46.4468 -23.5864, -46.4468 -23.5539, -46.46580000000001 -23.5539, -46.46580000000001 -23.5864, -46.4468 -23.5864))",222,222,222,223,Fazenda Caguaçu,36,São Paulo,58,Parque do Carmo,439.53,-23.571309628020767,-46.4510502964292
13,18,"POLYGON ((-46.4278 -23.5864, -46.4278 -23.5539, -46.4468 -23.5539, -46.4468 -23.5864, -46.4278 -23.5864))",224,224,224,225,Gleba do Pêssego,36,São Paulo,46,José Bonifácio,1028.47,-23.57577476044367,-46.431686687745675
14,0,"POLYGON ((-46.7698 -23.5539, -46.7698 -23.5214, -46.7888 -23.5214, -46.7888 -23.5539, -46.7698 -23.5539))",488,488,488,489,Osasco,24,Osasco,120,Osasco,188.93,-23.530191201061392,-46.78107191337337
14,0,"POLYGON ((-46.7698 -23.5539, -46.7698 -23.5214, -46.7888 -23.5214, -46.7888 -23.5539, -46.7698 -23.5539))",497,497,497,498,Presidente Altino,24,Osasco,120,Osasco,247.56,-23.525491454640132,-46.770408821797965
14,0,"POLYGON ((-46.7698 -23.5539, -46.7698 -23.5214, -46.7888 -23.5214, -46.7888 -23.5539, -46.7698 -23.5539))",491,491,491,492,Nova Granada,24,Osasco,120,Osasco,546.33,-23.54141173477571,-46.78633220056241
14,1,"POLYGON ((-46.75080000000001 -23.5539, -46.75080000000001 -23.5214, -46.7698 -23.5214, -46.7698 -23.5539, -46.75080000000001 -23.5539))",336,336,336,337,Parque Continental,36,São Paulo,40,Jaguaré,226.38,-23.548115673686787,-46.752661426661746
14,1,"POLYGON ((-46.75080000000001 -23.5539, -46.75080000000001 -23.5214, -46.7698 -23.5214, -46.7698 -23.5539, -46.75080000000001 -23.5539))",489,489,489,490,Vila Yara,24,Osasco,120,Osasco,243.57,-23.540358422182674,-46.7666168240802
14,2,"POLYGON ((-46.7318 -23.5539, -46.7318 -23.5214, -46.75080000000001 -23.5214, -46.75080000000001 -23.5539, -46.7318 -23.5539))",106,106,106,107,Vila Leopoldina,36,São Paulo,90,Vila Leopoldina,91.65,-23.526903205557684,-46.733371563394286
14,2,"POLYGON ((-46.7318 -23.5539, -46.7318 -23.5214, -46.75080000000001 -23.5214, -46.75080000000001 -23.5539, -46.7318 -23.5539))",107,107,107,108,Emissário,36,São Paulo,90,Vila Leopoldina,190.52,-23.521968411509288,-46.73911491652208
14,2,"POLYGON ((-46.7318 -23.5539, -46.7318 -23.5214, -46.75080000000001 -23.5214, -46.75080000000001 -23.5539, -46.7318 -23.5539))",337,337,337,338,Jaguaré,36,São Paulo,40,Jaguaré,430.44,-23.541379818375827,-46.74627174419042
14,2,"POLYGON ((-46.7318 -23.5539, -46.7318 -23.5214, -46.75080000000001 -23.5214, -46.75080000000001 -23.5539, -46.7318 -23.5539))",105,105,105,106,CEASA,36,São Paulo,90,Vila Leopoldina,197.78,-23.535877752681195,-46.738529145800506
14,3,"POLYGON ((-46.7128 -23.5539, -46.7128 -23.5214, -46.7318 -23.5214, -46.7318 -23.5539, -46.7128 -23.5539))",101,101,101,102,Alto da Lapa,36,São Paulo,48,Lapa,159.95,-23.53053161293498,-46.712812137340975
14,3,"POLYGON ((-46.7128 -23.5539, -46.7128 -23.5214, -46.7318 -23.5214, -46.7318 -23.5539, -46.7128 -23.5539))",103,103,103,104,Bela Aliança,36,São Paulo,90,Vila Leopoldina,71.35,-23.52382391234469,-46.72583023763782
14,3,"POLYGON ((-46.7128 -23.5539, -46.7128 -23.5214, -46.7318 -23.5214, -46.7318 -23.5539, -46.7128 -23.5539))",102,102,102,103,Gavião Peixoto,36,São Paulo,48,Lapa,68.96,-23.52203838808568,-46.717115148136386
14,3,"POLYGON ((-46.7128 -23.5539, -46.7128 -23.5214, -46.7318 -23.5214, -46.7318 -23.5539, -46.7128 -23.5539))",96,96,96,97,Boaçava,36,São Paulo,2,Alto de Pinheiros,314.44,-23.54356625722415,-46.720638745373314
14,3,"POLYGON ((-46.7128 -23.5539, -46.7128 -23.5214, -46.7318 -23.5214, -46.7318 -23.5539, -46.7128 -23.5539))",104,104,104,105,Vila Hamburguesa,36,São Paulo,90,Vila Leopoldina,149.18,-23.533194281891376,-46.72632077490322
14,4,"POLYGON ((-46.6938 -23.5539, -46.6938 -23.5214, -46.7128 -23.5214, -46.7128 -23.5539, -46.6938 -23.5539))",99,99,99,100,Lapa,36,São Paulo,48,Lapa,225.22,-23.523556500763288,-46.69945105976384
14,4,"POLYGON ((-46.6938 -23.5539, -46.6938 -23.5214, -46.7128 -23.5214, -46.7128 -23.5539, -46.6938 -23.5539))",95,95,95,96,Alto de Pinheiros,36,São Paulo,2,Alto de Pinheiros,253.17,-23.552516524660334,-46.70877297121415
14,4,"POLYGON ((-46.6938 -23.5539, -46.6938 -23.5214, -46.7128 -23.5214, -46.7128 -23.5539, -46.6938 -23.5539))",94,94,94,95,Vila Beatriz,36,São Paulo,2,Alto de Pinheiros,183.66,-23.54725690284166,-46.70019790192483
14,4,"POLYGON ((-46.6938 -23.5539, -46.6938 -23.5214, -46.7128 -23.5214, -46.7128 -23.5539, -46.6938 -23.5539))",100,100,100,101,Vila Ipojuca,36,São Paulo,48,Lapa,168.47,-23.533466267786004,-46.69982116214197
14,5,"POLYGON ((-46.6748 -23.5539, -46.6748 -23.5214, -46.6938 -23.5214, -46.6938 -23.5539, -46.6748 -23.5539))",89,89,89,90,Pompéia,36,São Paulo,61,Perdizes,60.0,-23.52989313189888,-46.687119051769116
14,5,"POLYGON ((-46.6748 -23.5539, -46.6748 -23.5214, -46.6938 -23.5214, -46.6938 -23.5539, -46.6748 -23.5539))",93,93,93,94,Água Branca,36,São Paulo,6,Barra Funda,71.11,-23.52642813043382,-46.67747834636447
14,5,"POLYGON ((-46.6748 -23.5539, -46.6748 -23.5214, -46.6938 -23.5214, -46.6938 -23.5539, -46.6748 -23.5539))",86,86,86,87,Sumaré,36,São Paulo,61,Perdizes,139.16,-23.544253588094644,-46.68385889373289
14,5,"POLYGON ((-46.6748 -23.5539, -46.6748 -23.5214, -46.6938 -23.5214, -46.6938 -23.5539, -46.6748 -23.5539))",88,88,88,89,Vila Anglo Brasileira,36,São Paulo,61,Perdizes,79.12,-23.538737669473747,-46.69332868803129
14,5,"POLYGON ((-46.6748 -23.5539, -46.6748 -23.5214, -46.6938 -23.5214, -46.6938 -23.5539, -46.6748 -23.5539))",87,87,87,88,Perdizes,36,São Paulo,61,Perdizes,168.45,-23.535200080224826,-46.680679861356325
14,6,"POLYGON ((-46.65580000000001 -23.5539, -46.65580000000001 -23.5214, -46.6748 -23.5214, -46.6748 -23.5539, -46.65580000000001 -23.5539))",29,29,29,30,Higienópolis,36,São Paulo,26,Consolação,67.81,-23.54525797281215,-46.656141582777
14,6,"POLYGON ((-46.65580000000001 -23.5539, -46.65580000000001 -23.5214, -46.6748 -23.5214, -46.6748 -23.5539, -46.65580000000001 -23.5539))",35,35,35,36,Marechal Deodoro,36,São Paulo,70,Santa Cecília,142.2,-23.53295448027482,-46.65642119966119
14,6,"POLYGON ((-46.65580000000001 -23.5539, -46.65580000000001 -23.5214, -46.6748 -23.5214, -46.6748 -23.5539, -46.65580000000001 -23.5539))",92,92,92,93,Francisco Matarazzo,36,São Paulo,6,Barra Funda,105.13,-23.529652304052462,-46.666134635462925
14,6,"POLYGON ((-46.65580000000001 -23.5539, -46.65580000000001 -23.5214, -46.6748 -23.5214, -46.6748 -23.5539, -46.65580000000001 -23.5539))",32,32,32,33,Pacaembu,36,São Paulo,26,Consolação,90.45,-23.55060971121055,-46.66847398408605
14,6,"POLYGON ((-46.65580000000001 -23.5539, -46.65580000000001 -23.5214, -46.6748 -23.5214, -46.6748 -23.5539, -46.65580000000001 -23.5539))",85,85,85,86,Zequinha de Abreu,36,São Paulo,61,Perdizes,49.61,-23.545538294182357,-46.674186139509146
14,6,"POLYGON ((-46.65580000000001 -23.5539, -46.65580000000001 -23.5214, -46.6748 -23.5214, -46.6748 -23.5539, -46.65580000000001 -23.5539))",33,33,33,34,FAAP,36,São Paulo,26,Consolação,74.45,-23.544309454281386,-46.662478008873606
14,6,"POLYGON ((-46.65580000000001 -23.5539, -46.65580000000001 -23.5214, -46.6748 -23.5214, -46.6748 -23.5539, -46.65580000000001 -23.5539))",84,84,84,85,Cardoso de Almeida,36,São Paulo,61,Perdizes,63.39,-23.54077844000681,-46.66722554622624
14,6,"POLYGON ((-46.65580000000001 -23.5539, -46.65580000000001 -23.5214, -46.6748 -23.5214, -46.6748 -23.5539, -46.65580000000001 -23.5539))",83,83,83,84,PUC,36,São Paulo,61,Perdizes,73.32,-23.536108068906398,-46.67116057783003
14,7,"POLYGON ((-46.6368 -23.5539, -46.6368 -23.5214, -46.65580000000001 -23.5214, -46.65580000000001 -23.5539, -46.6368 -23.5539))",36,36,36,37,Rudge,36,São Paulo,70,Santa Cecília,84.73,-23.52372436888297,-46.65416695241702
14,7,"POLYGON ((-46.6368 -23.5539, -46.6368 -23.5214, -46.65580000000001 -23.5214, -46.65580000000001 -23.5539, -46.6368 -23.5539))",7,7,7,8,Bom Retiro,36,São Paulo,9,Bom Retiro,143.01,-23.521864162000714,-46.64453190934671
14,7,"POLYGON ((-46.6368 -23.5539, -46.6368 -23.5214, -46.65580000000001 -23.5214, -46.65580000000001 -23.5539, -46.6368 -23.5539))",3,3,3,4,Ladeira da Memória,36,São Paulo,67,República,75.11,-23.5514537653042,-46.641528122134964
14,7,"POLYGON ((-46.6368 -23.5539, -46.6368 -23.5214, -46.65580000000001 -23.5214, -46.65580000000001 -23.5539, -46.6368 -23.5539))",30,30,30,31,Vila Buarque,36,São Paulo,26,Consolação,89.58,-23.54863576617937,-46.65155514406312
14,7,"POLYGON ((-46.6368 -23.5539, -46.6368 -23.5214, -46.65580000000001 -23.5214, -46.65580000000001 -23.5539, -46.6368 -23.5539))",4,4,4,5,República,36,São Paulo,67,República,74.95,-23.544327090571212,-46.64269127088459
14,7,"POLYGON ((-46.6368 -23.5539, -46.6368 -23.5214, -46.65580000000001 -23.5214, -46.65580000000001 -23.5539, -46.6368 -23.5539))",5,5,5,6,Santa Ifigênia,36,São Paulo,67,República,82.93,-23.53899672605772,-46.638357897552716
14,7,"POLYGON ((-46.6368 -23.5539, -46.6368 -23.5214, -46.65580000000001 -23.5214, -46.65580000000001 -23.5539, -46.6368 -23.5539))",34,34,34,35,Santa Cecília,36,São Paulo,70,Santa Cecília,144.09,-23.535383657983413,-46.647703580235365
14,8,"POLYGON ((-46.6178 -23.5539, -46.6178 -23.5214, -46.6368 -23.5214, -46.6368 -23.5539, -46.6178 -23.5539))",8,8,8,9,Ponte Pequena,36,São Paulo,9,Bom Retiro,129.78,-23.52399591239259,-46.630479528844226
14,8,"POLYGON ((-46.6178 -23.5539, -46.6178 -23.5214, -46.6368 -23.5214, -46.6368 -23.5539, -46.6178 -23.5539))",9,9,9,10,Canindé,36,São Paulo,57,Pari,82.61,-23.52314851560299,-46.621040131502895
14,8,"POLYGON ((-46.6178 -23.5539, -46.6178 -23.5214, -46.6368 -23.5214, -46.6368 -23.5539, -46.6178 -23.5539))",15,15,15,16,Brás,36,São Paulo,10,Brás,109.08,-23.549926067483568,-46.61857302192611
14,8,"POLYGON ((-46.6178 -23.5539, -46.6178 -23.5214, -46.6368 -23.5214, -46.6368 -23.5539, -46.6178 -23.5539))",0,0,0,1,Sé,36,São Paulo,80,Sé,57.1,-23.54877270632105,-46.633666806085785
14,8,"POLYGON ((-46.6178 -23.5539, -46.6178 -23.5214, -46.6368 -23.5214, -46.6368 -23.5539, -46.6178 -23.5539))",1,1,1,2,Parque Dom Pedro,36,São Paulo,80,Sé,113.64,-23.54406323903391,-46.62950424993775
14,8,"POLYGON ((-46.6178 -23.5539, -46.6178 -23.5214, -46.6368 -23.5214, -46.6368 -23.5539, -46.6178 -23.5539))",16,16,16,17,Gasômetro,36,São Paulo,10,Brás,69.35,-23.54250111474139,-46.62328832242004
14,8,"POLYGON ((-46.6178 -23.5539, -46.6178 -23.5214, -46.6368 -23.5214, -46.6368 -23.5539, -46.6178 -23.5539))",12,12,12,13,João Teodoro,36,São Paulo,10,Brás,39.32,-23.537396335830746,-46.62127737486644
14,8,"POLYGON ((-46.6178 -23.5539, -46.6178 -23.5214, -46.6368 -23.5214, -46.6368 -23.5539, -46.6178 -23.5539))",6,6,6,7,Luz,36,São Paulo,9,Bom Retiro,154.6,-23.5312742368102,-46.634353780617246
14,9,"POLYGON ((-46.5988 -23.5539, -46.5988 -23.5214, -46.6178 -23.5214, -46.6178 -23.5539, -46.5988 -23.5539))",11,11,11,12,Pari,36,São Paulo,57,Pari,140.16,-23.53026998479985,-46.61716293061853
14,9,"POLYGON ((-46.5988 -23.5539, -46.5988 -23.5214, -46.6178 -23.5214, -46.6178 -23.5539, -46.5988 -23.5539))",37,37,37,38,Catumbi,36,São Paulo,8,Belém,81.44,-23.528578481437634,-46.60374307289203
14,9,"POLYGON ((-46.5988 -23.5539, -46.5988 -23.5214, -46.6178 -23.5214, -46.6178 -23.5539, -46.5988 -23.5539))",10,10,10,11,Bom Jardim,36,São Paulo,57,Pari,49.85,-23.52476570049535,-46.61078269173937
14,9,"POLYGON ((-46.5988 -23.5539, -46.5988 -23.5214, -46.6178 -23.5214, -46.6178 -23.5539, -46.5988 -23.5539))",14,14,14,15,Bresser,36,São Paulo,10,Brás,76.98,-23.54380422927701,-46.61098832032493
14,9,"POLYGON ((-46.5988 -23.5539, -46.5988 -23.5214, -46.6178 -23.5214, -46.6178 -23.5539, -46.5988 -23.5539))",13,13,13,14,Oriente,36,São Paulo,10,Brás,69.88,-23.53801618939185,-46.613826280966556
14,9,"POLYGON ((-46.5988 -23.5539, -46.5988 -23.5214, -46.6178 -23.5214, -46.6178 -23.5539, -46.5988 -23.5539))",41,41,41,42,Celso Garcia,36,São Paulo,8,Belém,63.89,-23.535444489657372,-46.60570092905122
14,10,"POLYGON ((-46.57980000000001 -23.5539, -46.57980000000001 -23.5214, -46.5988 -23.5214, -46.5988 -23.5539, -46.57980000000001 -23.5539))",42,42,42,43,Mooca,36,São Paulo,54,Mooca,271.79,-23.55082673049437,-46.59740747481478
14,10,"POLYGON ((-46.57980000000001 -23.5539, -46.57980000000001 -23.5214, -46.5988 -23.5214, -46.5988 -23.5539, -46.57980000000001 -23.5539))",39,39,39,40,Quarta Parada,36,São Paulo,8,Belém,127.4,-23.546568937815767,-46.5849742896901
14,10,"POLYGON ((-46.57980000000001 -23.5539, -46.57980000000001 -23.5214, -46.5988 -23.5214, -46.5988 -23.5539, -46.57980000000001 -23.5539))",40,40,40,41,Belenzinho,36,São Paulo,8,Belém,180.11,-23.54039335994764,-46.59449505474887
14,10,"POLYGON ((-46.57980000000001 -23.5539, -46.57980000000001 -23.5214, -46.5988 -23.5214, -46.5988 -23.5539, -46.57980000000001 -23.5539))",38,38,38,39,Belém,36,São Paulo,8,Belém,160.71,-23.53257787931025,-46.5927924280908
14,11,"POLYGON ((-46.56080000000001 -23.5539, -46.56080000000001 -23.5214, -46.57980000000001 -23.5214, -46.57980000000001 -23.5539, -46.56080000000001 -23.5539))",168,168,168,169,Parque São Jorge,36,São Paulo,82,Tatuapé,252.07,-23.530997330525786,-46.561217403043315
14,11,"POLYGON ((-46.56080000000001 -23.5539, -46.56080000000001 -23.5214, -46.57980000000001 -23.5214, -46.57980000000001 -23.5539, -46.56080000000001 -23.5539))",166,166,166,167,Tatuapé,36,São Paulo,82,Tatuapé,156.88,-23.546229650616997,-46.57353232526871
14,11,"POLYGON ((-46.56080000000001 -23.5539, -46.56080000000001 -23.5214, -46.57980000000001 -23.5214, -46.57980000000001 -23.5539, -46.56080000000001 -23.5539))",165,165,165,166,Gomes Cardim,36,São Paulo,82,Tatuapé,243.24,-23.545908222847718,-46.561551522136796
14,11,"POLYGON ((-46.56080000000001 -23.5539, -46.56080000000001 -23.5214, -46.57980000000001 -23.5214, -46.57980000000001 -23.5539, -46.56080000000001 -23.5539))",167,167,167,168,Chácara do Piqueri,36,São Paulo,82,Tatuapé,198.59,-23.53298287579386,-46.576302998484955
14,12,"POLYGON ((-46.5418 -23.5539, -46.5418 -23.5214, -46.56080000000001 -23.5214, -46.56080000000001 -23.5539, -46.5418 -23.5539))",207,207,207,208,Vila Califórnia,36,São Paulo,20,Carrão,340.04,-23.54518825819382,-46.54730045860329
14,13,"POLYGON ((-46.5228 -23.5539, -46.5228 -23.5214, -46.5418 -23.5214, -46.5418 -23.5539, -46.5228 -23.5539))",170,170,170,171,Tiquatira,36,São Paulo,60,Penha,324.46,-23.522239204852248,-46.532124532989776
14,13,"POLYGON ((-46.5228 -23.5539, -46.5228 -23.5214, -46.5418 -23.5214, -46.5418 -23.5539, -46.5228 -23.5539))",213,213,213,214,Frei Mont'Alverne,36,São Paulo,93,Vila Matilde,225.2,-23.539493347336194,-46.53337717579237
14,14,"POLYGON ((-46.50380000000001 -23.5539, -46.50380000000001 -23.5214, -46.5228 -23.5214, -46.5228 -23.5539, -46.50380000000001 -23.5539))",171,171,171,172,Vila Esperança,36,São Paulo,60,Penha,228.82,-23.52387308377316,-46.51770813908769
14,14,"POLYGON ((-46.50380000000001 -23.5539, -46.50380000000001 -23.5214, -46.5228 -23.5214, -46.5228 -23.5539, -46.50380000000001 -23.5539))",214,214,214,215,Vila Matilde,36,São Paulo,93,Vila Matilde,330.17,-23.542376959916734,-46.51833753338186
14,14,"POLYGON ((-46.50380000000001 -23.5539, -46.50380000000001 -23.5214, -46.5228 -23.5214, -46.5228 -23.5539, -46.50380000000001 -23.5539))",215,215,215,216,Cidade Patriarca,36,São Paulo,93,Vila Matilde,336.5,-23.53639278120788,-46.507223323646315
14,15,"POLYGON ((-46.48480000000001 -23.5539, -46.48480000000001 -23.5214, -46.50380000000001 -23.5214, -46.50380000000001 -23.5539, -46.48480000000001 -23.5539))",172,172,172,173,Vila Ré,36,São Paulo,60,Penha,208.23,-23.526803154710173,-46.49837622346982
14,15,"POLYGON ((-46.48480000000001 -23.5539, -46.48480000000001 -23.5214, -46.50380000000001 -23.5214, -46.50380000000001 -23.5539, -46.48480000000001 -23.5539))",217,217,217,218,Artur Alvim,36,São Paulo,5,Artur Alvim,387.27,-23.545028451676913,-46.48863817308767
14,16,"POLYGON ((-46.46580000000001 -23.5539, -46.46580000000001 -23.5214, -46.48480000000001 -23.5214, -46.48480000000001 -23.5539, -46.46580000000001 -23.5539))",190,190,190,191,Arena Corinthians,36,São Paulo,36,Itaquera,140.29,-23.544825047604927,-46.46897360046753
14,16,"POLYGON ((-46.46580000000001 -23.5539, -46.46580000000001 -23.5214, -46.48480000000001 -23.5214, -46.48480000000001 -23.5539, -46.46580000000001 -23.5539))",216,216,216,217,Cidade A.E.Carvalho,36,São Paulo,5,Artur Alvim,265.77,-23.53297162449865,-46.481151008278225
14,16,"POLYGON ((-46.46580000000001 -23.5539, -46.46580000000001 -23.5214, -46.48480000000001 -23.5214, -46.48480000000001 -23.5539, -46.46580000000001 -23.5539))",192,192,192,193,Araucárias,36,São Paulo,36,Itaquera,129.58,-23.522011482928644,-46.46899223196173
14,17,"POLYGON ((-46.4468 -23.5539, -46.4468 -23.5214, -46.46580000000001 -23.5214, -46.46580000000001 -23.5539, -46.4468 -23.5539))",189,189,189,190,Itaquera,36,São Paulo,36,Itaquera,283.17,-23.547191334309314,-46.453456125603935
14,17,"POLYGON ((-46.4468 -23.5539, -46.4468 -23.5214, -46.46580000000001 -23.5214, -46.46580000000001 -23.5539, -46.4468 -23.5539))",191,191,191,192,Vila Campanela,36,São Paulo,36,Itaquera,230.53,-23.53379439702968,-46.46551896043229
14,17,"POLYGON ((-46.4468 -23.5539, -46.4468 -23.5214, -46.46580000000001 -23.5214, -46.46580000000001 -23.5539, -46.4468 -23.5539))",193,193,193,194,Parque Guarani,36,São Paulo,36,Itaquera,126.45,-23.523454349645263,-46.458963965713245
14,17,"POLYGON ((-46.4468 -23.5539, -46.4468 -23.5214, -46.46580000000001 -23.5214, -46.46580000000001 -23.5539, -46.4468 -23.5539))",194,194,194,195,Rio Verde,36,São Paulo,36,Itaquera,238.76,-23.5229370716713,-46.45036152414592
14,18,"POLYGON ((-46.4278 -23.5539, -46.4278 -23.5214, -46.4468 -23.5214, -46.4468 -23.5539, -46.4278 -23.5539))",225,225,225,226,José Bonifácio,36,São Paulo,46,José Bonifácio,416.53,-23.546495299171728,-46.43380046420869
14,18,"POLYGON ((-46.4278 -23.5539, -46.4278 -23.5214, -46.4468 -23.5214, -46.4468 -23.5539, -46.4278 -23.5539))",188,188,188,189,Parada XV,36,São Paulo,36,Itaquera,324.46,-23.53410387020473,-46.44185342533083
14,19,"POLYGON ((-46.40880000000001 -23.5539, -46.40880000000001 -23.5214, -46.4278 -23.5214, -46.4278 -23.5539, -46.40880000000001 -23.5539))",226,226,226,227,Guaianases,36,São Paulo,31,Guaianases,472.34,-23.55121928349584,-46.41447974047622
14,19,"POLYGON ((-46.40880000000001 -23.5539, -46.40880000000001 -23.5214, -46.4278 -23.5214, -46.4278 -23.5539, -46.40880000000001 -23.5539))",202,202,202,203,Lajeado,36,São Paulo,47,Lajeado,276.95,-23.529751392701645,-46.423042449803326
15,0,"POLYGON ((-46.7698 -23.5214, -46.7698 -23.4889, -46.7888 -23.4889, -46.7888 -23.5214, -46.7698 -23.5214))",499,499,499,500,Rochdale,24,Osasco,120,Osasco,366.25,-23.507217640669104,-46.77662205530258
15,1,"POLYGON ((-46.75080000000001 -23.5214, -46.75080000000001 -23.4889, -46.7698 -23.4889, -46.7698 -23.5214, -46.75080000000001 -23.5214))",500,500,500,501,Mutinga,24,Osasco,120,Osasco,442.02,-23.51043840119537,-46.762849580177004
15,2,"POLYGON ((-46.7318 -23.5214, -46.7318 -23.4889, -46.75080000000001 -23.4889, -46.75080000000001 -23.5214, -46.7318 -23.5214))",112,112,112,113,Vila Jaguara,36,São Paulo,39,Jaguara,454.34,-23.510962198000218,-46.746902960536225
15,2,"POLYGON ((-46.7318 -23.5214, -46.7318 -23.4889, -46.75080000000001 -23.4889, -46.75080000000001 -23.5214, -46.7318 -23.5214))",110,110,110,111,São Domingos,36,São Paulo,73,São Domingos,581.76,-23.499473844056308,-46.738488247441204
15,3,"POLYGON ((-46.7128 -23.5214, -46.7128 -23.4889, -46.7318 -23.4889, -46.7318 -23.5214, -46.7128 -23.5214))",97,97,97,98,Vila Anastácio,36,São Paulo,48,Lapa,164.66,-23.51477572623617,-46.71664014252496
15,3,"POLYGON ((-46.7128 -23.5214, -46.7128 -23.4889, -46.7318 -23.4889, -46.7318 -23.5214, -46.7128 -23.5214))",109,109,109,110,Pirituba,36,São Paulo,64,Pirituba,488.92,-23.49733575477252,-46.71841098784506
15,4,"POLYGON ((-46.6938 -23.5214, -46.6938 -23.4889, -46.7128 -23.4889, -46.7128 -23.5214, -46.6938 -23.5214))",98,98,98,99,Lapa de Baixo,36,São Paulo,48,Lapa,242.69,-23.513940361057443,-46.70002484492282
15,4,"POLYGON ((-46.6938 -23.5214, -46.6938 -23.4889, -46.7128 -23.4889, -46.7128 -23.5214, -46.6938 -23.5214))",126,126,126,127,Freguesia do Ó,36,São Paulo,29,Freguesia do Ó,485.85,-23.49732453611391,-46.69630619119486
15,5,"POLYGON ((-46.6748 -23.5214, -46.6748 -23.4889, -46.6938 -23.4889, -46.6938 -23.5214, -46.6748 -23.5214))",90,90,90,91,Santa Marina,36,São Paulo,6,Barra Funda,295.36,-23.517158161427393,-46.67987385873531
15,5,"POLYGON ((-46.6748 -23.5214, -46.6748 -23.4889, -46.6938 -23.4889, -46.6938 -23.5214, -46.6748 -23.5214))",137,137,137,138,Limão,36,São Paulo,50,Limão,171.8,-23.50825141952859,-46.678391179445065
15,5,"POLYGON ((-46.6748 -23.5214, -46.6748 -23.4889, -46.6938 -23.4889, -46.6938 -23.5214, -46.6748 -23.5214))",138,138,138,139,Jardim Primavera,36,São Paulo,50,Limão,192.75,-23.49340443157553,-46.680177012182
15,6,"POLYGON ((-46.65580000000001 -23.5214, -46.65580000000001 -23.4889, -46.6748 -23.4889, -46.6748 -23.5214, -46.65580000000001 -23.5214))",91,91,91,92,Barra Funda,36,São Paulo,6,Barra Funda,118.21,-23.520442560478067,-46.66260728371956
15,6,"POLYGON ((-46.65580000000001 -23.5214, -46.65580000000001 -23.4889, -46.6748 -23.4889, -46.6748 -23.5214, -46.65580000000001 -23.5214))",135,135,135,136,Casa Verde,36,São Paulo,21,Casa Verde,325.35,-23.508310764781104,-46.66014319218532
15,6,"POLYGON ((-46.65580000000001 -23.5214, -46.65580000000001 -23.4889, -46.6748 -23.4889, -46.6748 -23.5214, -46.65580000000001 -23.5214))",139,139,139,140,Vila Santa Maria,36,São Paulo,50,Limão,277.94,-23.493784564921256,-46.670719523749135
15,7,"POLYGON ((-46.6368 -23.5214, -46.6368 -23.4889, -46.65580000000001 -23.4889, -46.65580000000001 -23.5214, -46.6368 -23.5214))",131,131,131,132,Parque Anhembi,36,São Paulo,71,Santana,313.52,-23.511609022783826,-46.63838494862088
15,7,"POLYGON ((-46.6368 -23.5214, -46.6368 -23.4889, -46.65580000000001 -23.4889, -46.65580000000001 -23.5214, -46.6368 -23.5214))",136,136,136,137,Parque Peruche,36,São Paulo,21,Casa Verde,391.87,-23.494762956567005,-46.6545867655588
15,7,"POLYGON ((-46.6368 -23.5214, -46.6368 -23.4889, -46.65580000000001 -23.4889, -46.65580000000001 -23.5214, -46.6368 -23.5214))",133,133,133,134,Santa Terezinha,36,São Paulo,71,Santana,251.08,-23.49040782518809,-46.63809769112512
